regime,start_date,end_date,strategy_mode,time_window_mode,regime_filter_enabled,threshold_mode,sma_bars,entry_threshold_pct,atr_multiple,atr_percentile_threshold,scope,symbol,realized_pnl,total_return_pct,max_drawdown_pct,win_rate,avg_winning_trade,avg_losing_trade,avg_return_per_trade_pct,avg_move_captured_pct,profit_factor,sharpe_ratio,trades_per_day,pnl_stability,total_trades
Custom,,,sma,full_day,False,atr_multiple,20,0.0,2.0,0.0,symbol,AAPL,26.83978370737225,0.8051935112211503,0.38124465038247407,50.0,14.72769363930422,-1.3078017856180963,0.6709945926843063,0.6709945926843063,11.261411171987033,4.486377629939921,0.4,4.749523688829366,8
Custom,,,sma,full_day,False,atr_multiple,20,0.0,2.0,0.0,symbol,MSFT,28.255574570626322,0.847667237118776,0.8040833468734068,30.0,18.558457144306846,-3.9171138374706027,0.28255574570626324,0.28255574570626324,2.03048081327989,2.596794534081799,1.0,8.686440473091327,20
Custom,,,sma,full_day,False,atr_multiple,20,0.0,2.0,0.0,symbol,NVDA,-60.80261544907364,-1.824078463472192,2.1231416331012896,16.666666666666664,4.897685377213804,-7.059798620350125,-0.5066884620756137,-0.5066884620756137,0.1387485859184722,-7.740843693697742,1.2,6.214718819663111,24
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,2.0,0.0,portfolio,COMBINED,-8.305268364117524,-0.08305268364112635,0.38001843438438554,21.428571428571427,10.336783934729207,-3.5741472880277403,-0.05932334545798231,-0.05932334545798231,0.788753977972019,-0.8300698108311301,1.4,7.890415472506974,28
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,2.0,0.0,symbol,AAPL,-1.1907591000341426,-0.03572277300103451,0.38124465038247407,33.33333333333333,1.42484447120205,-1.3078017856180963,-0.03969197000113809,-0.03969197000113809,0.5447478688556143,-0.5026099909637571,0.3,1.8616588621914774,6
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,2.0,0.0,symbol,MSFT,-5.787723092737679,-0.17363169278212354,0.9617994425470282,12.5,20.186857022884737,-3.7106543022317737,-0.07234653865922099,-0.07234653865922099,0.7771774147272298,-0.8272390625900321,0.8,5.478092434134502,16
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,2.0,0.0,symbol,NVDA,-1.3267861713457023,-0.03980358514035742,0.3318290878018839,33.33333333333333,9.398650310100834,-5.362718240723268,-0.044226205711523414,-0.044226205711523414,0.8762953681520699,-0.3090888215993634,0.3,3.3243384754611114,6
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,1.5,0.0,portfolio,COMBINED,-9.560269092903695,-0.09560269092900853,0.44249944134819214,23.809523809523807,10.920665929467578,-4.010224921265099,-0.04552509091858902,-0.04552509091858902,0.8510016694729473,-0.6149713904889242,2.1,12.169746170502977,42
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,1.5,0.0,symbol,AAPL,-0.2556394549050083,-0.007669183647153658,0.6970372702935566,37.5,7.645313241585693,-4.638315835932417,-0.0031954931863126036,-0.0031954931863126036,0.9889770570203692,-0.01706074782438404,0.8,6.324076555815549,16
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,1.5,0.0,symbol,MSFT,-6.230443794306893,-0.1869133138292136,1.0366783138544706,11.11111111111111,22.268739612479976,-3.5623979258483587,-0.0692271532700766,-0.0692271532700766,0.7813816731035472,-0.8376911442581313,0.9,5.823332256909435,18
Custom,,,sma,afternoon_only,False,atr_multiple,20,0.0,1.5,0.0,symbol,NVDA,-3.0741858436917937,-0.09222557531075382,0.3755283064294799,25.0,9.398650310100834,-4.157612051264209,-0.07685464609229484,-0.07685464609229484,0.7535295256197988,-0.6463082481725191,0.4,3.7242669438899227,8
Custom,,,sma,morning_only,False,static_pct,20,0.01,1.0,0.0,portfolio,COMBINED,-9.95576483078139,-0.09955764830783663,0.4145432186504149,35.714285714285715,12.06199969780955,-7.807307035536572,-0.07111260593415279,-0.07111260593415279,0.8583127207276513,-0.7556327304631058,1.4,10.33682147912814,28
Custom,,,sma,morning_only,False,static_pct,20,0.01,1.0,0.0,symbol,AAPL,28.03054280740639,0.8409162842221984,0.19852612948446424,100.0,28.03054280740639,0.0,2.803054280740639,2.803054280740639,inf,5.116192556418604,0.1,4.350323370962422,2
Custom,,,sma,morning_only,False,static_pct,20,0.01,1.0,0.0,symbol,MSFT,21.549784605856416,0.6464935381756959,0.4519556321618903,75.0,10.627578412438197,-10.332950631458175,0.5387446151464104,0.5387446151464104,3.0855402657445326,3.0721564961085477,0.4,5.591384260872812,8
Custom,,,sma,morning_only,False,static_pct,20,0.01,1.0,0.0,symbol,NVDA,-59.5360922440442,-1.7860827673213089,1.7860827673213089,11.11111111111111,0.39672044432677467,-7.491601586046372,-0.6615121360449355,-0.6615121360449355,0.006619419755745121,-8.367545396304196,0.9,5.659712608635166,18
Custom,,,sma,full_day,False,static_pct,20,0.01,1.0,0.0,portfolio,COMBINED,-11.370977591037331,-0.11370977591039264,0.6516567000355462,35.294117647058826,11.618108133191432,-7.370875126380539,-0.06688810347669018,-0.06688810347669018,0.8597554268896619,-0.7134427435453948,1.7,12.452562546571327,34
Custom,,,sma,full_day,False,static_pct,20,0.01,1.0,0.0,symbol,AAPL,22.711989738155125,0.6813596921446605,0.3851521071727575,33.33333333333333,28.03054280740639,-2.659276534625633,0.7570663246051709,0.7570663246051709,5.270332446142626,3.416616824806494,0.3,5.28056495554427,6
Custom,,,sma,full_day,False,static_pct,20,0.01,1.0,0.0,symbol,MSFT,30.83974068406394,0.9251922205219216,0.44241035585930577,75.0,10.627578412438197,-1.0429945532506508,0.7709935171015986,0.7709935171015986,30.56845804031019,4.153228371898004,0.4,5.913628650905449,8
Custom,,,sma,full_day,False,static_pct,20,0.01,1.0,0.0,symbol,NVDA,-64.9227080132564,-1.9476812403976647,1.9476812403976647,20.0,4.897685377213804,-9.3397598459605,-0.649227080132564,-0.649227080132564,0.13109773318561507,-7.969157983563993,1.0,6.46524919325895,20
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,0.5,0.0,portfolio,COMBINED,-11.704047330314665,-0.11704047330316826,0.8070024591138397,36.734693877551024,9.750731005240418,-6.0392646911174905,-0.023885810878193196,-0.023885810878193196,0.9374841254372546,-0.41981331343164635,4.9,21.302878650746877,98
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,0.5,0.0,symbol,AAPL,28.367005308454054,0.8510101592536284,0.6409521518570057,40.0,10.42011204115704,-3.794851882054243,0.18911336872302703,0.18911336872302703,1.830569828989195,2.5342503110440187,1.5,8.92964687557737,30
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,0.5,0.0,symbol,MSFT,-4.993986096740173,-0.14981958290221883,1.40476228048037,50.0,9.907083498359924,-10.531331760452446,-0.03121241310462608,-0.03121241310462608,0.9407246608224122,-0.2476701069323618,1.6,14.15327330507885,32
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,0.5,0.0,symbol,NVDA,-35.07706654202855,-1.0523119962608871,1.543217525551719,22.22222222222222,8.433954465126476,-4.91520602875246,-0.1948725919001586,-0.1948725919001586,0.4902543782812769,-3.953291814994525,1.8,6.995695514974641,36
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,1.0,0.0,portfolio,COMBINED,-13.187097830609332,-0.13187097830610583,0.6772377382122899,36.11111111111111,9.974579685095424,-6.211157988558689,-0.03663082730724814,-0.03663082730724814,0.9076899862074258,-0.5255846810915391,3.6,19.384616266773662,72
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,1.0,0.0,symbol,AAPL,18.942097973637715,0.5682629392091348,0.6421403261736822,44.44444444444444,9.844284732991923,-4.087008191665996,0.21046775526264128,0.21046775526264128,1.9269420116291134,2.3799840970441757,0.9,6.356904810110566,18
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,1.0,0.0,symbol,MSFT,13.094033821170797,0.3928210146351375,1.4152310930281404,53.84615384615385,10.425665121711209,-9.980937005134612,0.1007233370859292,0.1007233370859292,1.218650710757161,0.8045812464149465,1.3,13.550404797375982,26
Custom,,,sma,combined_windows,False,atr_multiple,20,0.0,1.0,0.0,symbol,NVDA,-45.223229625417844,-1.3566968887625352,1.6843946470510944,14.285714285714285,8.656370561147185,-5.211330895642685,-0.3230230687529846,-0.3230230687529846,0.2768445250836333,-6.172470694550353,1.4,5.7859641021874335,28
