regime,start_date,end_date,strategy_mode,sma_bars,entry_threshold_pct,scope,symbol,total_return_pct,max_drawdown_pct,win_rate,avg_winning_trade,avg_losing_trade,total_trades
Mar2026,2026-03-01,2026-04-04,sma,50,0.001,portfolio,COMBINED,-1.0686896777460788,1.6242333883048923,22.807017543859647,8.081570759321771,-4.816576991949798,111
Mar2026,2026-03-01,2026-04-04,sma,50,0.001,symbol,AAPL,-0.30062824184689363,0.8301535345842012,38.88888888888889,5.80338391245892,-4.604057162010014,35
Mar2026,2026-03-01,2026-04-04,sma,50,0.001,symbol,MSFT,-1.4712114936658007,2.217794062282015,15.0,9.057951692457195,-4.483190482327336,39
Mar2026,2026-03-01,2026-04-04,sma,50,0.001,symbol,NVDA,-1.4342292977255555,2.0675801037998145,15.789473684210526,12.420959135532996,-5.316907541507268,37
Mar2026,2026-03-01,2026-04-04,sma,50,0.0005,portfolio,COMBINED,-1.0981526968178512,1.6536964073766651,22.58064516129032,7.624032935992412,-4.511494391368221,121
Mar2026,2026-03-01,2026-04-04,sma,50,0.0005,symbol,AAPL,-0.37687078468311935,0.9063960774204269,35.0,5.999808546529102,-4.197001485780105,39
Mar2026,2026-03-01,2026-04-04,sma,50,0.0005,symbol,MSFT,-1.4916169041303373,2.238148924479813,19.047619047619047,6.86873096789777,-4.540911020153095,41
Mar2026,2026-03-01,2026-04-04,sma,50,0.0005,symbol,NVDA,-1.4259704016399746,2.0593212077142335,14.285714285714285,12.420959135532996,-4.710845784885036,41
Mar2026,2026-03-01,2026-04-04,sma,20,0.0,portfolio,COMBINED,-1.1084781824739185,2.3325462765218026,21.875,9.04955797504602,-3.6423544154867886,253
Mar2026,2026-03-01,2026-04-04,sma,20,0.0,symbol,AAPL,-1.5038636033616013,2.1115322696585506,26.82926829268293,6.604342450870115,-4.09255179127636,81
Mar2026,2026-03-01,2026-04-04,sma,20,0.0,symbol,MSFT,-2.051407899865926,3.2074893295823546,14.893617021276595,7.235014778317219,-2.975634169427132,93
Mar2026,2026-03-01,2026-04-04,sma,20,0.0,symbol,NVDA,0.2298369558058266,2.312240989834397,25.0,13.009475289349684,-4.081117367776763,79
Mar2026,2026-03-01,2026-04-04,sma,50,0.0,portfolio,COMBINED,-1.1194976258949827,1.7303031620159528,19.736842105263158,8.009185031616617,-3.8047137387498626,149
Mar2026,2026-03-01,2026-04-04,sma,50,0.0,symbol,AAPL,-0.3231064454736088,1.0184172148973039,34.78260869565217,5.35319928270204,-3.57305394071584,45
Mar2026,2026-03-01,2026-04-04,sma,50,0.0,symbol,MSFT,-1.7694720353212186,2.5153157531584474,14.814814814814813,6.86873096789777,-3.7590141325637316,53
Mar2026,2026-03-01,2026-04-04,sma,50,0.0,symbol,NVDA,-1.265914396889916,1.899265202964175,11.538461538461538,16.612419113680627,-4.001495821914707,51
Late2025,2025-10-04,2025-12-31,sma,50,0.0025,portfolio,COMBINED,-1.1434762798906377,2.715040745334067,21.649484536082475,22.669119939211033,-7.768409825164486,194
Late2025,2025-10-04,2025-12-31,sma,50,0.0025,symbol,AAPL,-0.5129711029581495,2.2257798534780324,18.75,21.69903269114887,-5.66512434277556,64
Late2025,2025-10-04,2025-12-31,sma,50,0.0025,symbol,MSFT,-2.6728679969714673,2.7579774388806313,25.925925925925924,12.001486515556248,-8.655300275397128,54
Late2025,2025-10-04,2025-12-31,sma,50,0.0025,symbol,NVDA,-0.24458973974245962,4.637248838129519,21.052631578947366,32.7308646209556,-8.9999969430798,76
Late2025,2025-10-04,2025-12-31,sma,20,0.001,portfolio,COMBINED,-1.2634951522615119,2.8135449748094494,28.07017543859649,11.134213443808259,-5.11548277823096,456
Late2025,2025-10-04,2025-12-31,sma,20,0.001,symbol,AAPL,-2.2783093082390176,3.9272461778351038,23.61111111111111,9.163582915254345,-4.213173693950755,144
Late2025,2025-10-04,2025-12-31,sma,20,0.001,symbol,MSFT,-3.0494962320273133,3.064875457210455,28.000000000000004,6.0196307415487365,-4.2233725921006675,150
Late2025,2025-10-04,2025-12-31,sma,20,0.001,symbol,NVDA,1.537320083481959,3.9223248321328024,32.098765432098766,16.553711741226195,-6.893681863439087,162
Late2025,2025-10-04,2025-12-31,sma,10,0.005,portfolio,COMBINED,-1.2656833191511758,2.327627999706268,34.92063492063492,11.349383225643315,-7.633429193212517,252
Late2025,2025-10-04,2025-12-31,sma,10,0.005,symbol,AAPL,-1.7538098926881776,3.4118399700868993,33.33333333333333,8.099319774432942,-6.485506960394449,72
Late2025,2025-10-04,2025-12-31,sma,10,0.005,symbol,MSFT,-2.282434347708895,2.661666299282835,34.61538461538461,4.915831090315418,-7.0778602786158435,52
Late2025,2025-10-04,2025-12-31,sma,10,0.005,symbol,NVDA,0.23919428294344922,3.608182078872143,35.9375,15.562545427055296,-8.535741513597314,128
Mar2026,2026-03-01,2026-04-04,sma,20,0.001,portfolio,COMBINED,-1.3156367946585306,2.350012148181719,22.115384615384613,9.608159119010503,-4.352485669174047,205
Mar2026,2026-03-01,2026-04-04,sma,20,0.001,symbol,AAPL,-1.754488939340349,2.2223308485377626,25.806451612903224,7.237351976133743,-5.060077411032554,61
Mar2026,2026-03-01,2026-04-04,sma,20,0.001,symbol,MSFT,-1.9499019247344132,2.9406601261620335,17.94871794871795,6.417672075836623,-3.4350136048542557,77
Mar2026,2026-03-01,2026-04-04,sma,20,0.001,symbol,NVDA,-0.24251951990093856,2.5960036569236786,23.52941176470588,14.77064242466441,-4.855735515154345,67
Late2025,2025-10-04,2025-12-31,sma,50,0.0005,portfolio,COMBINED,-1.3329351150386355,2.98295088848552,18.238993710691823,18.350674343733495,-5.11894667286262,318
Late2025,2025-10-04,2025-12-31,sma,50,0.0005,symbol,AAPL,-0.7549203621532843,2.9113389396430973,15.789473684210526,16.218755623127798,-3.5652669308317937,114
Late2025,2025-10-04,2025-12-31,sma,50,0.0005,symbol,MSFT,-1.7829313240159719,2.250375569160654,19.148936170212767,13.226258960311231,-4.696509862543824,94
Late2025,2025-10-04,2025-12-31,sma,50,0.0005,symbol,NVDA,-1.4609536589468826,5.3613150238329155,20.0,24.28767497430184,-7.178701818535219,110
Mar2026,2026-03-01,2026-04-04,sma,20,0.0005,portfolio,COMBINED,-1.3993345488476552,2.4399385292235944,21.929824561403507,8.983303589008367,-4.095685894494108,225
Mar2026,2026-03-01,2026-04-04,sma,20,0.0005,symbol,AAPL,-1.941924380883115,2.367950749619581,24.324324324324326,6.742248435856766,-4.478966022100518,73
Mar2026,2026-03-01,2026-04-04,sma,20,0.0005,symbol,MSFT,-2.0365217611726165,3.0270167327672026,17.073170731707318,6.417672075836623,-3.317875389312049,81
Mar2026,2026-03-01,2026-04-04,sma,20,0.0005,symbol,NVDA,-0.2195575044872885,2.573187606654445,25.0,13.219849919071326,-4.677675287205616,71
Late2025,2025-10-04,2025-12-31,sma,20,0.0005,portfolio,COMBINED,-1.4136626630618958,2.8437809048438076,25.78125,11.058037236367854,-4.585245915297192,512
Late2025,2025-10-04,2025-12-31,sma,20,0.0005,symbol,AAPL,-2.523950476462983,4.179395793804148,20.930232558139537,8.778753433109785,-3.5610182991874186,172
Late2025,2025-10-04,2025-12-31,sma,20,0.0005,symbol,MSFT,-2.644629538416425,2.752910067805301,25.609756097560975,6.568720163110394,-3.706515432336569,164
Late2025,2025-10-04,2025-12-31,sma,20,0.0005,symbol,NVDA,0.9275920256937615,4.028247178347074,30.681818181818183,16.06925082885125,-6.605738330970352,176
Late2025,2025-10-04,2025-12-31,sma,20,0.0,portfolio,COMBINED,-1.45941077969037,2.555184112975431,23.64864864864865,10.733928806047572,-3.9704251964263966,592
Late2025,2025-10-04,2025-12-31,sma,20,0.0,symbol,AAPL,-2.3329178055444935,3.798637695620392,20.388349514563107,7.891413246565929,-2.9693122564557233,206
Late2025,2025-10-04,2025-12-31,sma,20,0.0,symbol,MSFT,-2.5789372183879866,2.730139227046702,22.82608695652174,6.84461941122881,-3.235233543409468,184
Late2025,2025-10-04,2025-12-31,sma,20,0.0,symbol,NVDA,0.533622684861466,3.5840832233476125,27.722772277227726,15.782797521772878,-5.810012435355131,202
Late2025,2025-10-04,2025-12-31,sma,50,0.001,portfolio,COMBINED,-1.5083259266255482,3.064727032834397,19.718309859154928,18.571664824134448,-5.8845544538449595,284
Late2025,2025-10-04,2025-12-31,sma,50,0.001,symbol,AAPL,-0.8142748029930634,2.797907838674698,19.148936170212767,15.522881040791352,-4.390747968426986,94
Late2025,2025-10-04,2025-12-31,sma,50,0.001,symbol,MSFT,-1.9506494763639513,2.470045509030311,21.951219512195124,12.592070233630848,-5.5734462910878,82
Late2025,2025-10-04,2025-12-31,sma,50,0.001,symbol,NVDA,-1.7600535005198072,5.522273275600095,18.51851851851852,26.697205360596485,-7.400920536892972,108
Late2025,2025-10-04,2025-12-31,sma,10,0.0005,portfolio,COMBINED,-1.7298827729131518,3.1655639385247376,28.8265306122449,8.02175956957451,-3.86898605252059,784
Late2025,2025-10-04,2025-12-31,sma,10,0.0005,symbol,AAPL,-1.6871319124735873,3.879002841010721,27.86885245901639,6.015271503755269,-2.963147290266629,244
Late2025,2025-10-04,2025-12-31,sma,10,0.0005,symbol,MSFT,-3.7980392213303413,4.023418214546002,29.92125984251969,5.150852648118286,-3.6217270562491346,254
Late2025,2025-10-04,2025-12-31,sma,10,0.0005,symbol,NVDA,0.295522815064146,3.771879591330847,28.671328671328673,12.346517063554773,-4.866239599054986,286
Mar2026,2026-03-01,2026-04-04,sma,10,0.001,portfolio,COMBINED,-1.8792590593524254,2.592167658330812,25.34246575342466,7.481507082490031,-4.263685027407113,289
Mar2026,2026-03-01,2026-04-04,sma,10,0.001,symbol,AAPL,-2.063979656972674,2.353853223242499,32.55813953488372,4.588985305904207,-4.587762626956868,85
Mar2026,2026-03-01,2026-04-04,sma,10,0.001,symbol,MSFT,-1.4942896426037213,3.0807603538552257,19.607843137254903,7.81857142491144,-3.1218382683553974,101
Mar2026,2026-03-01,2026-04-04,sma,10,0.001,symbol,NVDA,-2.0795078784808947,2.993942616801558,25.0,10.337250270796753,-5.223107251360377,103
Mar2026,2026-03-01,2026-04-04,sma,10,0.0005,portfolio,COMBINED,-1.9193325400444519,2.7413940631802367,23.78048780487805,7.409911842829256,-3.8473585269983293,325
Mar2026,2026-03-01,2026-04-04,sma,10,0.0005,symbol,AAPL,-2.1091445651333243,2.5778412311784904,29.629629629629626,4.4760038955227515,-3.7347600306879416,107
Mar2026,2026-03-01,2026-04-04,sma,10,0.0005,symbol,MSFT,-1.5678309241632542,3.2973235746104064,18.181818181818183,8.298624602161917,-3.0054950406013594,109
Mar2026,2026-03-01,2026-04-04,sma,10,0.0005,symbol,NVDA,-2.081022130836886,2.995454527859337,23.636363636363637,10.337250270796753,-4.851229949561621,109
Mar2026,2026-03-01,2026-04-04,sma,10,0.0,portfolio,COMBINED,-1.930584697311806,2.617163743816348,23.157894736842106,7.126777419220042,-3.4701142203894966,377
Mar2026,2026-03-01,2026-04-04,sma,10,0.0,symbol,AAPL,-2.2182142421939126,2.6869109082390787,25.806451612903224,4.829394654972513,-3.287191069986071,123
Mar2026,2026-03-01,2026-04-04,sma,10,0.0,symbol,MSFT,-2.0015164309255398,3.3433502403569966,19.696969696969695,6.618345165812693,-2.882183047542456,131
Mar2026,2026-03-01,2026-04-04,sma,10,0.0,symbol,NVDA,-1.5720234188159927,2.860368423895976,24.193548387096776,10.017960320703777,-4.312131605058659,123
Late2025,2025-10-04,2025-12-31,sma,10,0.001,portfolio,COMBINED,-1.9793827511321254,3.418317768733705,30.0,8.343605171641885,-4.407504212691994,680
Late2025,2025-10-04,2025-12-31,sma,10,0.001,symbol,AAPL,-2.5158121325400318,4.603046493859481,27.77777777777778,6.339822800002643,-3.5135267745907672,216
Late2025,2025-10-04,2025-12-31,sma,10,0.001,symbol,MSFT,-3.867761898829722,4.124028582250427,31.48148148148148,5.393670017204012,-4.220407800170201,216
Late2025,2025-10-04,2025-12-31,sma,10,0.001,symbol,NVDA,0.44542577797305055,3.9502174644044064,30.64516129032258,12.564954287433062,-5.379310895232791,248
Late2025,2025-10-04,2025-12-31,sma,10,0.0,portfolio,COMBINED,-1.9804965942592754,3.3923890987732417,25.71428571428571,7.9850553525001216,-3.350003359965799,910
Late2025,2025-10-04,2025-12-31,sma,10,0.0,symbol,AAPL,-2.1779673580048344,4.281119047237298,23.28767123287671,6.201602364229785,-2.53083385997597,292
Late2025,2025-10-04,2025-12-31,sma,10,0.0,symbol,MSFT,-3.8326251988697226,4.135928544260365,27.027027027027028,5.304018121947177,-3.1473601682735612,296
Late2025,2025-10-04,2025-12-31,sma,10,0.0,symbol,NVDA,0.06910277409689569,3.6301393517475975,26.70807453416149,11.889215604204985,-4.312990213369385,322
